deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50,1,700,25,5,180,400,24804.7
50,1,700,25,5,180,450,24436.8
50,1,700,25,5,180,500,24306.6
50,1,700,25,5,200,350,27655.2
50,1,700,25,5,200,400,27026.9
50,1,700,25,5,200,450,25367.0
50,1,700,25,5,200,500,25626.5
50,1,700,25,6,0,350,14.0
50,1,700,25,6,0,400,14.0
50,1,700,25,6,0,450,14.5
50,1,700,25,6,0,500,14.8
50,1,700,25,6,20,350,22.0
50,1,700,25,6,20,400,22.4
50,1,700,25,6,20,450,22.1
50,1,700,25,6,20,500,23.1
50,1,700,25,6,40,350,311.7
50,1,700,25,6,40,400,410.9
50,1,700,25,6,40,450,366.7
50,1,700,25,6,40,500,357.4
50,1,700,25,6,60,350,1390.6
50,1,700,25,6,60,400,1709.6
50,1,700,25,6,60,450,1768.9
50,1,700,25,6,60,500,1915.6
50,1,700,25,6,80,350,4975.6
50,1,700,25,6,80,400,3881.6
50,1,700,25,6,80,450,4051.7
50,1,700,25,6,80,500,4430.3
50,1,700,25,6,100,350,8333.4
50,1,700,25,6,100,400,8410.9
50,1,700,25,6,100,450,7634.7
50,1,700,25,6,100,500,7816.3
50,1,700,25,6,120,350,12720.2
50,1,700,25,6,120,400,11153.1
50,1,700,25,6,120,450,13020.8
50,1,700,25,6,120,500,13684.0
50,1,700,25,6,140,350,16931.3
50,1,700,25,6,140,400,16590.4
50,1,700,25,6,140,450,18048.6
50,1,700,25,6,140,500,16349.2
50,1,700,25,6,160,350,19338.3
50,1,700,25,6,160,400,20607.8
50,1,700,25,6,160,450,19742.0
50,1,700,25,6,160,500,21626.3
50,1,700,25,6,180,350,23690.2
50,1,700,25,6,180,400,23361.0
50,1,700,25,6,180,450,23808.3
50,1,700,25,6,180,500,22332.4
50,1,700,25,6,200,350,25885.3
50,1,700,25,6,200,400,27030.5
50,1,700,25,6,200,450,29932.0
50,1,700,25,6,200,500,26877.9
50,1,700,25,7,0,350,14.8
50,1,700,25,7,0,400,14.4
50,1,700,25,7,0,450,14.9
50,1,700,25,7,0,500,14.3
50,1,700,25,7,20,350,22.0
50,1,700,25,7,20,400,22.6
50,1,700,25,7,20,450,21.8
50,1,700,25,7,20,500,22.1
50,1,700,25,7,40,350,428.5
50,1,700,25,7,40,400,431.3
50,1,700,25,7,40,450,441.5
50,1,700,25,7,40,500,605.9
50,1,700,25,7,60,350,2359.6
50,1,700,25,7,60,400,1750.0
50,1,700,25,7,60,450,1680.4
50,1,700,25,7,60,500,1722.7
50,1,700,25,7,80,350,3675.9
50,1,700,25,7,80,400,4427.1
50,1,700,25,7,80,450,4343.5
50,1,700,25,7,80,500,4054.4
50,1,700,25,7,100,350,8090.9
50,1,700,25,7,100,400,8200.9
50,1,700,25,7,100,450,8692.7
50,1,700,25,7,100,500,8049.2
50,1,700,25,7,120,350,14096.9
50,1,700,25,7,120,400,14008.1
50,1,700,25,7,120,450,12293.8
50,1,700,25,7,120,500,13339.8
50,1,700,25,7,140,350,17960.4
50,1,700,25,7,140,400,16883.7
50,1,700,25,7,140,450,17388.0
50,1,700,25,7,140,500,14797.6
50,1,700,25,7,160,350,23126.5
50,1,700,25,7,160,400,20617.5
50,1,700,25,7,160,450,20577.3
50,1,700,25,7,160,500,19813.6
50,1,700,25,7,180,350,22438.7
50,1,700,25,7,180,400,23543.8
50,1,700,25,7,180,450,25994.1
50,1,700,25,7,180,500,24674.1
50,1,700,25,7,200,350,26619.2
50,1,700,25,7,200,400,31035.0
50,1,700,25,7,200,450,26646.4
50,1,700,25,7,200,500,29282.2
50,1,700,25,8,0,350,14.7
50,1,700,25,8,0,400,13.7
50,1,700,25,8,0,450,14.3
