deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50mb,1,800m,100,6,160,400,2788966.0
50mb,1,800m,100,6,160,450,1785007.2
50mb,1,800m,100,6,160,500,1152271.3
50mb,1,800m,100,6,180,350,3455501.7
50mb,1,800m,100,6,180,400,2340566.1
50mb,1,800m,100,6,180,450,3342006.6
50mb,1,800m,100,6,180,500,3397851.7
50mb,1,800m,100,6,200,350,6735983.6
50mb,1,800m,100,6,200,400,7632145.6
50mb,1,800m,100,6,200,450,7754754.3
