deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50mb,1,700m,50,14,160,450,61719.6
50mb,1,700m,50,14,160,500,63814.4
50mb,1,700m,50,14,180,350,67584.3
50mb,1,700m,50,14,180,400,69914.1
50mb,1,700m,50,14,180,450,67128.7
50mb,1,700m,50,14,180,500,67729.1
50mb,1,700m,50,14,200,350,75815.7
50mb,1,700m,50,14,200,400,80381.8
50mb,1,700m,50,14,200,450,74487.7
50mb,1,700m,50,14,200,500,79308.6
50mb,1,700m,50,15,0,350,14.5
50mb,1,700m,50,15,0,400,13.5
50mb,1,700m,50,15,0,450,14.0
50mb,1,700m,50,15,0,500,14.5
50mb,1,700m,50,15,20,350,441.2
50mb,1,700m,50,15,20,400,354.8
50mb,1,700m,50,15,20,450,395.5
50mb,1,700m,50,15,20,500,383.5
50mb,1,700m,50,15,40,350,3587.8
50mb,1,700m,50,15,40,400,5047.7
50mb,1,700m,50,15,40,450,4332.9
50mb,1,700m,50,15,40,500,3706.2
50mb,1,700m,50,15,60,350,13988.9
50mb,1,700m,50,15,60,400,12868.9
50mb,1,700m,50,15,60,450,13841.4
50mb,1,700m,50,15,60,500,13999.9
